domain,phylum,order,class,family,genus,reads,sample
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cyclobacteriaceae,Cyclobacterium,10,22001612561219
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,,Chryseolinea,14,22001612561219
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Flammeovirgaceae,Flammeovirga,12,22001612561219
Bacteria,Bacteroidetes,Sphingobacteriales,Sphingobacteriia,Sphingobacteriaceae,Mucilaginibacter,96,22001612561219
Bacteria,Bacteroidetes,Sphingobacteriales,Sphingobacteriia,Sphingobacteriaceae,Sphingobacterium,99,22001612561219
Bacteria,Bacteroidetes,Sphingobacteriales,Sphingobacteriia,Sphingobacteriaceae,Pedobacter,85,22001612561219
Bacteria,Bacteroidetes,Sphingobacteriales,Sphingobacteriia,Sphingobacteriaceae,Solitalea,12,22001612561219
Bacteria,Bacteroidetes,Sphingobacteriales,Sphingobacteriia,Sphingobacteriaceae,Anseongella,17,22001612561219
Bacteria,Bacteroidetes,Sphingobacteriales,Sphingobacteriia,Sphingobacteriaceae,Pseudopedobacter,10,22001612561219
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Chitinophaga,61,22001612561219
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Arachidicoccus,30,22001612561219
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Flavisolibacter,21,22001612561219
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Niabella,18,22001612561219
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Pseudobacter,16,22001612561219
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Niastella,16,22001612561219
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Pseudoflavitalea,12,22001612561219
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Filimonas,10,22001612561219
Bacteria,Chlorobi,Chlorobiales,Chlorobia,Chlorobiaceae,Chlorobium,17,22001612561219
Bacteria,Chlorobi,Chlorobiales,Chlorobia,Chlorobiaceae,Pelodictyon,16,22001612561219
Bacteria,Chlorobi,Chlorobiales,Chlorobia,Chlorobiaceae,Chlorobaculum,20,22001612561219
Bacteria,Chlorobi,Chlorobiales,Chlorobia,Chlorobiaceae,Prosthecochloris,12,22001612561219
Bacteria,Ignavibacteriae,Ignavibacteriales,Ignavibacteria,Melioribacteraceae,Melioribacter,11,22001612561219
Bacteria,Fibrobacteres,Fibrobacterales,Fibrobacteria,Fibrobacteraceae,Fibrobacter,25,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Lachnospiraceae,Roseburia,60215,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Lachnospiraceae,Blautia,37640,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Lachnospiraceae,Anaerostipes,27863,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Lachnospiraceae,Lachnoclostridium,49652,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Lachnospiraceae,Anaerobutyricum,2626,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Lachnospiraceae,Butyrivibrio,792,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Lachnospiraceae,Pseudobutyrivibrio,267,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Lachnospiraceae,Lachnoanaerobaculum,239,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Lachnospiraceae,Anaerotignum,125,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Lachnospiraceae,Herbinix,113,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Lachnospiraceae,Cellulosilyticum,91,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Ruminococcaceae,Faecalibacterium,24370,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Ruminococcaceae,Flavonifractor,18076,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Ruminococcaceae,Ruminococcus,1326,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Ruminococcaceae,Caproiciproducens,89,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Ruminococcaceae,Ethanoligenens,46,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Oscillospiraceae,Dysosmobacter,6680,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Oscillospiraceae,Oscillibacter,4938,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiaceae,Clostridium,2566,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiaceae,Hungatella,805,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiaceae,Mordavella,601,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiaceae,Geosporobacter,46,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiaceae,Caloramator,21,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiaceae,Crassaminicella,21,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiaceae,Alkaliphilus,19,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiaceae,Hathewaya,21,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiaceae,Candidatus Arthromitus,1394,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Eubacteriaceae,Eubacterium,3398,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Eubacteriaceae,Acetobacterium,45,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptostreptococcaceae,Clostridioides,2166,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptostreptococcaceae,Filifactor,42,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptostreptococcaceae,Peptoclostridium,31,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptostreptococcaceae,Paeniclostridium,24,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptostreptococcaceae,Paraclostridium,21,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptostreptococcaceae,Acetoanaerobium,14,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,,Flintibacter,326,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,,Monoglobus,125,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,,Intestinimonas,567,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptococcaceae,Desulfitobacterium,84,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptococcaceae,Desulfotomaculum,60,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptococcaceae,Desulfosporosinus,56,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptococcaceae,Dehalobacter,43,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptococcaceae,Dehalobacterium,38,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptococcaceae,Syntrophobotulus,35,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Peptococcaceae,Desulfallas,11,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Christensenellaceae,Christensenella,254,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Hungateiclostridiaceae,Hungateiclostridium,94,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Hungateiclostridiaceae,Mageeibacillus,42,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Hungateiclostridiaceae,Thermoclostridium,35,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Hungateiclostridiaceae,Ruminiclostridium,34,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Hungateiclostridiaceae,Pseudoclostridium,31,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Hungateiclostridiaceae,Fastidiosipila,11,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiales Family XIII. Incertae Sedis,Aminipila,66,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiales Family XIII. Incertae Sedis,Mogibacterium,72,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,17,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Clostridiales Family XVI. Incertae Sedis,Carboxydocella,11,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Vallitaleaceae,Petrocella,39,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Heliobacteriaceae,Heliobacterium,25,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Syntrophomonadaceae,Syntrophomonas,16,22001612561219
Bacteria,Firmicutes,Clostridiales,Clostridia,Symbiobacteriaceae,Symbiobacterium,16,22001612561219
Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,65,22001612561219
Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterium,51,22001612561219
Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia,Thermoanaerobacteraceae,Thermoanaerobacter,37,22001612561219
Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia,Thermoanaerobacteraceae,Tepidanaerobacter,17,22001612561219
Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia,Thermoanaerobacteraceae,Moorella,15,22001612561219
Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia,Thermoanaerobacteraceae,Thermacetogenium,16,22001612561219
Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia,Thermoanaerobacteraceae,Thermanaeromonas,10,22001612561219
Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia,Thermoanaerobacteraceae,Carboxydothermus,10,22001612561219
Bacteria,Firmicutes,Halanaerobiales,Clostridia,Halanaerobiaceae,Halocella,20,22001612561219
Bacteria,Firmicutes,Halanaerobiales,Clostridia,Halanaerobiaceae,Halanaerobium,17,22001612561219
Bacteria,Firmicutes,Halanaerobiales,Clostridia,Halobacteroidaceae,Acetohalobium,14,22001612561219
Bacteria,Firmicutes,Halanaerobiales,Clostridia,Halobacteroidaceae,Halobacteroides,10,22001612561219
Bacteria,Firmicutes,Halanaerobiales,Clostridia,,Anoxybacter,10,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Streptococcaceae,Lactococcus,8901,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Streptococcaceae,Streptococcus,4009,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Enterococcaceae,Enterococcus,560,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Enterococcaceae,Vagococcus,13,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Enterococcaceae,Melissococcus,11,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Lactobacillaceae,Lactobacillus,432,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Lactobacillaceae,Pediococcus,16,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Leuconostocaceae,Leuconostoc,46,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Leuconostocaceae,Weissella,30,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Leuconostocaceae,Oenococcus,21,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Carnobacteriaceae,Carnobacterium,50,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Carnobacteriaceae,Jeotgalibaca,14,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Carnobacteriaceae,Marinilactibacillus,12,22001612561219
Bacteria,Firmicutes,Lactobacillales,Bacilli,Aerococcaceae,Aerococcus,57,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Bacillaceae,Bacillus,970,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Bacillaceae,Virgibacillus,68,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Bacillaceae,Lysinibacillus,50,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Bacillaceae,Oceanobacillus,37,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Bacillaceae,Geobacillus,41,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Bacillaceae,Fictibacillus,24,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Bacillaceae,Psychrobacillus,20,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Bacillaceae,Anoxybacillus,37,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Bacillaceae,Halobacillus,16,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Bacillaceae,Pradoshia,15,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Bacillaceae,Paraliobacillus,11,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Paenibacillaceae,Paenibacillus,929,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Paenibacillaceae,Brevibacillus,67,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Paenibacillaceae,Aneurinibacillus,34,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Paenibacillaceae,Saccharibacillus,25,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Paenibacillaceae,Cohnella,35,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Staphylococcaceae,Staphylococcus,385,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Staphylococcaceae,Macrococcus,18,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Planococcaceae,Planococcus,143,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Planococcaceae,Sporosarcina,58,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Planococcaceae,Jeotgalibacillus,17,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Planococcaceae,Paenisporosarcina,16,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Listeriaceae,Listeria,76,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,,Exiguobacterium,22,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,,Gemella,21,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Alicyclobacillaceae,Tumebacillus,21,22001612561219
Bacteria,Firmicutes,Bacillales,Bacilli,Thermoactinomycetaceae,Thermoactinomyces,10,22001612561219
Bacteria,Firmicutes,Erysipelotrichales,Erysipelotrichia,Erysipelotrichaceae,Faecalitalea,1444,22001612561219
Bacteria,Firmicutes,Erysipelotrichales,Erysipelotrichia,Erysipelotrichaceae,Longibaculum,584,22001612561219
Bacteria,Firmicutes,Erysipelotrichales,Erysipelotrichia,Erysipelotrichaceae,Turicibacter,123,22001612561219
Bacteria,Firmicutes,Erysipelotrichales,Erysipelotrichia,Erysipelotrichaceae,Erysipelothrix,35,22001612561219
Bacteria,Firmicutes,Erysipelotrichales,Erysipelotrichia,Erysipelotrichaceae,Faecalibaculum,31,22001612561219
Bacteria,Firmicutes,Acidaminococcales,Negativicutes,Acidaminococcaceae,Phascolarctobacterium,286,22001612561219
Bacteria,Firmicutes,Acidaminococcales,Negativicutes,Acidaminococcaceae,Acidaminococcus,145,22001612561219
Bacteria,Firmicutes,Veillonellales,Negativicutes,Veillonellaceae,Megasphaera,170,22001612561219
Bacteria,Firmicutes,Veillonellales,Negativicutes,Veillonellaceae,Veillonella,109,22001612561219
Bacteria,Firmicutes,Veillonellales,Negativicutes,Veillonellaceae,Dialister,40,22001612561219
Bacteria,Firmicutes,Selenomonadales,Negativicutes,Selenomonadaceae,Selenomonas,185,22001612561219
Bacteria,Firmicutes,Selenomonadales,Negativicutes,Selenomonadaceae,Megamonas,13,22001612561219
Bacteria,Firmicutes,Selenomonadales,Negativicutes,Sporomusaceae,Pelosinus,47,22001612561219
Bacteria,Firmicutes,Selenomonadales,Negativicutes,Sporomusaceae,Sporomusa,28,22001612561219
Bacteria,Firmicutes,Selenomonadales,Negativicutes,Sporomusaceae,Methylomusa,17,22001612561219
Bacteria,Firmicutes,Tissierellales,Tissierellia,Peptoniphilaceae,Peptoniphilus,47,22001612561219
Bacteria,Firmicutes,Tissierellales,Tissierellia,Peptoniphilaceae,Murdochiella,30,22001612561219
Bacteria,Firmicutes,Tissierellales,Tissierellia,Peptoniphilaceae,Finegoldia,29,22001612561219
Bacteria,Firmicutes,Tissierellales,Tissierellia,Peptoniphilaceae,Parvimonas,21,22001612561219
Bacteria,Firmicutes,Tissierellales,Tissierellia,Peptoniphilaceae,Anaerococcus,21,22001612561219
Bacteria,Firmicutes,Tissierellales,Tissierellia,,Sporanaerobacter,48,22001612561219
Bacteria,Firmicutes,Tissierellales,Tissierellia,Tissierellaceae,Soehngenia,24,22001612561219
Bacteria,Firmicutes,Tissierellales,Tissierellia,Gottschalkiaceae,Gottschalkia,13,22001612561219
Bacteria,Actinobacteria,Bifidobacteriales,Actinobacteria,Bifidobacteriaceae,Bifidobacterium,1105,22001612561219
Bacteria,Actinobacteria,Streptomycetales,Actinobacteria,Streptomycetaceae,Streptomyces,827,22001612561219
Bacteria,Actinobacteria,Streptomycetales,Actinobacteria,Streptomycetaceae,Kitasatospora,27,22001612561219
Bacteria,Actinobacteria,Streptomycetales,Actinobacteria,Streptomycetaceae,Streptacidiphilus,12,22001612561219
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Corynebacteriaceae,Corynebacterium,269,22001612561219
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Mycobacteriaceae,Mycobacterium,119,22001612561219
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Mycobacteriaceae,Mycolicibacterium,83,22001612561219
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Mycobacteriaceae,Mycobacteroides,17,22001612561219
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Nocardiaceae,Rhodococcus,113,22001612561219
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Nocardiaceae,Nocardia,68,22001612561219
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Gordoniaceae,Gordonia,47,22001612561219
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Dietziaceae,Dietzia,18,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Microbacteriaceae,Microbacterium,138,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Microbacteriaceae,Agromyces,46,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Microbacteriaceae,Agrococcus,18,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Microbacteriaceae,Leifsonia,14,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Microbacteriaceae,Clavibacter,15,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Microbacteriaceae,Microterricola,13,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Microbacteriaceae,Rhodoluna,10,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Microbacteriaceae,Salinibacterium,10,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Microbacteriaceae,Leucobacter,11,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Micrococcaceae,Rothia,99,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Micrococcaceae,Arthrobacter,86,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Micrococcaceae,Pseudarthrobacter,24,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Micrococcaceae,Glutamicibacter,19,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Micrococcaceae,Kocuria,16,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Micrococcaceae,Micrococcus,14,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Intrasporangiaceae,Ornithinimicrobium,35,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Intrasporangiaceae,Janibacter,15,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Dermabacteraceae,Dermabacter,25,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Dermabacteraceae,Brachybacterium,13,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Cellulomonadaceae,Cellulomonas,26,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Brevibacteriaceae,Brevibacterium,24,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Promicromonosporaceae,Isoptericola,15,22001612561219
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Bogoriellaceae,Georgenia,15,22001612561219
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Actinomyces,141,22001612561219
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Schaalia,58,22001612561219
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Flaviflexus,11,22001612561219
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Nocardioidaceae,Nocardioides,83,22001612561219
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Nocardioidaceae,Aeromicrobium,30,22001612561219
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Nocardioidaceae,Friedmanniella,17,22001612561219
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Propionibacterium,24,22001612561219
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Tessaracoccus,17,22001612561219
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Micromonospora,82,22001612561219
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Actinoplanes,52,22001612561219
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Plantactinospora,14,22001612561219
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Amycolatopsis,42,22001612561219
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Pseudonocardia,28,22001612561219
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Saccharomonospora,18,22001612561219
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Actinoalloteichus,16,22001612561219
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Saccharopolyspora,11,22001612561219
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Streptosporangiaceae,Nonomuraea,20,22001612561219
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Streptosporangiaceae,Streptosporangium,15,22001612561219
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Thermomonosporaceae,Actinomadura,21,22001612561219
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Nocardiopsaceae,Nocardiopsis,19,22001612561219
Bacteria,Actinobacteria,Frankiales,Actinobacteria,Frankiaceae,Frankia,58,22001612561219
Bacteria,Actinobacteria,Candidatus Nanopelagicales,Actinobacteria,Candidatus Nanopelagicaceae,Candidatus Planktophila,25,22001612561219
Bacteria,Actinobacteria,Geodermatophilales,Actinobacteria,Geodermatophilaceae,Geodermatophilus,15,22001612561219
Bacteria,Actinobacteria,Nakamurellales,Actinobacteria,Nakamurellaceae,Nakamurella,12,22001612561219
Bacteria,Actinobacteria,Eggerthellales,Coriobacteriia,Eggerthellaceae,Adlercreutzia,1341,22001612561219
Bacteria,Actinobacteria,Eggerthellales,Coriobacteriia,Eggerthellaceae,Eggerthella,888,22001612561219
Bacteria,Actinobacteria,Eggerthellales,Coriobacteriia,Eggerthellaceae,Gordonibacter,107,22001612561219
Bacteria,Actinobacteria,Eggerthellales,Coriobacteriia,Eggerthellaceae,Arabia,43,22001612561219
Bacteria,Actinobacteria,Eggerthellales,Coriobacteriia,Eggerthellaceae,Slackia,33,22001612561219
Bacteria,Actinobacteria,Eggerthellales,Coriobacteriia,Eggerthellaceae,Phoenicibacter,18,22001612561219
Bacteria,Actinobacteria,Eggerthellales,Coriobacteriia,Eggerthellaceae,Denitrobacterium,19,22001612561219
Bacteria,Actinobacteria,Coriobacteriales,Coriobacteriia,Atopobiaceae,Olsenella,109,22001612561219
Bacteria,Actinobacteria,Coriobacteriales,Coriobacteriia,Atopobiaceae,Libanicoccus,70,22001612561219
Bacteria,Actinobacteria,Coriobacteriales,Coriobacteriia,Atopobiaceae,Parolsenella,30,22001612561219
Bacteria,Actinobacteria,Coriobacteriales,Coriobacteriia,Coriobacteriaceae,Collinsella,136,22001612561219
Bacteria,Actinobacteria,Solirubrobacterales,Thermoleophilia,Conexibacteraceae,Conexibacter,16,22001612561219
Bacteria,Actinobacteria,Euzebyales,Nitriliruptoria,Euzebyaceae,Euzebya,10,22001612561219
Bacteria,Cyanobacteria,Nostocales,,Nostocaceae,Nostoc,56,22001612561219
Bacteria,Cyanobacteria,Nostocales,,Nostocaceae,Anabaena,17,22001612561219
Bacteria,Cyanobacteria,Nostocales,,Rivulariaceae,Calothrix,23,22001612561219
Bacteria,Cyanobacteria,Nostocales,,Hapalosiphonaceae,Fischerella,16,22001612561219
Bacteria,Cyanobacteria,Nostocales,,Scytonemataceae,Scytonema,13,22001612561219
Bacteria,Cyanobacteria,Synechococcales,,Synechococcaceae,Synechococcus,57,22001612561219
Bacteria,Cyanobacteria,Synechococcales,,Leptolyngbyaceae,Leptolyngbya,14,22001612561219
Bacteria,Cyanobacteria,Synechococcales,,Prochloraceae,Prochlorococcus,10,22001612561219
Bacteria,Cyanobacteria,Chroococcales,,Aphanothecaceae,Gloeothece,13,22001612561219
Bacteria,Cyanobacteria,Chroococcales,,Chroococcaceae,Geminocystis,12,22001612561219
Bacteria,Cyanobacteria,Oscillatoriales,,Coleofasciculaceae,Geitlerinema,16,22001612561219
Bacteria,Tenericutes,Mycoplasmatales,Mollicutes,Mycoplasmataceae,Mycoplasma,86,22001612561219
Bacteria,Tenericutes,Entomoplasmatales,Mollicutes,Spiroplasmataceae,Spiroplasma,17,22001612561219
Bacteria,Tenericutes,Entomoplasmatales,Mollicutes,Entomoplasmataceae,Mesoplasma,17,22001612561219
Bacteria,Tenericutes,Acholeplasmatales,Mollicutes,Acholeplasmataceae,Acholeplasma,19,22001612561219
Bacteria,Deinococcus-Thermus,Deinococcales,Deinococci,Deinococcaceae,Deinococcus,79,22001612561219
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Thermus,22,22001612561219
Bacteria,Chloroflexi,Ardenticatenales,Ardenticatenia,Ardenticatenaceae,Candidatus Promineofilum,17,22001612561219
Bacteria,Chloroflexi,Dehalococcoidales,Dehalococcoidia,Dehalococcoidaceae,Dehalococcoides,13,22001612561219
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Citrobacter,23620,22001612561219
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Escherichia,8645,22001612561219
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Salmonella,3560,22001612561219
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Enterobacter,124,22001612561219
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Klebsiella,135,22001612561219
