# contig	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
k99_176690	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	not classified	not classified
k99_176724	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_176819	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_176998	unclassified	hits not found in taxonomy files
k99_177103	classified	based on 2/7 ORFs	1;131567;2;1783272;1239;47928;1263026	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	NA	NA	NA	NA	Firmicutes bacterium CAG:475: 1.00
k99_1773	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;0.97;0.97;0.97;0.97;0.97;0.97	Bacteria: 1.00	Bacteroidetes: 0.97	Bacteroidia: 0.97	Bacteroidales: 0.97	Prevotellaceae: 0.97	not classified	not classified
k99_177326	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_177839	classified	based on 5/5 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_177877	unclassified	hits not found in taxonomy files
k99_177948	classified	based on 8/9 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	not classified	not classified	not classified	not classified	not classified
k99_178083	classified	based on 5/5 ORFs	1;131567;2;1783272;201174;1760;85004	1.00;1.00;1.00;0.75;0.68;0.68;0.68	Bacteria: 1.00	Actinobacteria: 0.68	Actinobacteria: 0.68	Bifidobacteriales: 0.68	not classified	not classified	not classified
k99_178303	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_178405	classified	based on 9/9 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Roseburia: 1.00	not classified
k99_178467	classified	based on 4/4 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_178755	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;333046;909656;310297	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.68;0.68;0.68	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	NA	Phocaeicola: 0.68	Phocaeicola plebeius: 0.68
k99_178869	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838;165179	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	Prevotella copri: 1.00
k99_179077	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	not classified	not classified
k99_179118	classified	based on 9/9 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.90;0.90;0.90;0.90;0.90;0.90;0.90	Bacteria: 1.00	Bacteroidetes: 0.90	Bacteroidia: 0.90	Bacteroidales: 0.90	Tannerellaceae: 0.90	Parabacteroides: 0.90	not classified
k99_179126	classified	based on 4/4 ORFs	1;131567;2;1783272;1239;47928;1263026	1.00;1.00;1.00;1.00;1.00;0.61;0.61	Bacteria: 1.00	Firmicutes: 1.00	NA	NA	NA	NA	Firmicutes bacterium CAG:475: 0.61
k99_179422	classified	based on 7/8 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	not classified	not classified	not classified	not classified	not classified
k99_179443	classified	based on 11/11 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.91;0.91	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 0.91	Prevotella: 0.91	not classified
k99_179549	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_179759	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.57;0.57;0.57;0.57;0.57	Bacteria: 1.00	Bacteroidetes: 0.57	Bacteroidia: 0.57	Bacteroidales: 0.57	not classified	not classified	not classified
k99_179958	classified	based on 9/9 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;0.74;0.74	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.74	Clostridiales: 0.74	not classified	not classified	not classified
k99_180306	unclassified	hits not found in taxonomy files
k99_180329	classified	based on 16/16 ORFs	1;131567;2;1783272;1239;186801;186802;541000;216851;853	1.00;0.98;0.98;0.98;0.98;0.94;0.94;0.91;0.91;0.91	Bacteria: 0.98	Firmicutes: 0.98	Clostridia: 0.94	Clostridiales: 0.94	Ruminococcaceae: 0.91	Faecalibacterium: 0.91	Faecalibacterium prausnitzii: 0.91
k99_180385	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_181262	classified	based on 9/12 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_181369	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_181482	classified	based on 10/10 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Verrucomicrobia: 1.00	Verrucomicrobiae: 1.00	Verrucomicrobiales: 1.00	Akkermansiaceae: 1.00	Akkermansia*: 1.00	not classified
k99_181693	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816;46506	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	Bacteroides stercoris: 1.00
k99_181923	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_181960	classified	based on 4/4 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Roseburia: 1.00	not classified
k99_182014	classified	based on 10/10 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_182407	classified	based on 6/6 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;0.97;0.64;0.64	Bacteria: 1.00	Firmicutes: 0.97	Clostridia: 0.64	Clostridiales: 0.64	not classified	not classified	not classified
k99_18245	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_182554	classified	based on 5/6 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_182911	classified	based on 7/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_18304	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.75;0.75	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 0.75	Roseburia: 0.75	not classified
k99_183134	classified	based on 10/10 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Roseburia: 1.00	not classified
k99_183138	classified	based on 10/10 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_183288	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_183839	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_183891	classified	based on 3/3 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_184213	classified	based on 11/11 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_184232	classified	based on 5/5 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_184291	classified	based on 8/8 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.80;0.80	Bacteria: 1.00	Firmicutes: 0.80	not classified	not classified	not classified	not classified	not classified
k99_184323	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_18454	classified	based on 8/8 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Ruminococcaceae: 1.00	Ruminococcus: 1.00	not classified
k99_184751	classified	based on 6/6 ORFs	1;131567;2;1783272;201174;84998;84999;84107;102106	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Actinobacteria: 1.00	Coriobacteriia: 1.00	Coriobacteriales: 1.00	Coriobacteriaceae: 1.00	Collinsella: 1.00	not classified
k99_18546	classified	based on 1/6 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730;84372;1262882	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Eubacteriaceae: 1.00	Eubacterium: 1.00	Eubacterium sp. CAG:180: 1.00
k99_18551	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	not classified	not classified
k99_185697	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816;46506	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.62	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	Bacteroides stercoris: 0.62
k99_18573	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;333046;909656;310297	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	NA	Phocaeicola: 1.00	Phocaeicola plebeius: 1.00
k99_185777	classified	based on 5/5 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.95;0.95;0.95;0.95;0.95;0.95	Bacteria: 1.00	Verrucomicrobia: 0.95	Verrucomicrobiae: 0.95	Verrucomicrobiales: 0.95	Akkermansiaceae: 0.95	Akkermansia*: 0.95	not classified
k99_186016	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	not classified	not classified
k99_186082	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_186519	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_186690	classified	based on 6/6 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Verrucomicrobia: 1.00	Verrucomicrobiae: 1.00	Verrucomicrobiales: 1.00	Akkermansiaceae: 1.00	Akkermansia*: 1.00	not classified
k99_186794	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_186797	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_186931	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.94;0.94;0.94;0.94;0.94;0.94;0.94	Bacteria: 1.00	Bacteroidetes: 0.94	Bacteroidia: 0.94	Bacteroidales: 0.94	Bacteroidaceae: 0.94	Bacteroides: 0.94	not classified
k99_187043	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;0.57;0.57	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 0.57	Bacteroidales: 0.57	not classified	not classified	not classified
k99_187078	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.96;0.96;0.96;0.96;0.96;0.96	Bacteria: 1.00	Firmicutes: 0.96	Clostridia: 0.96	Clostridiales: 0.96	Lachnospiraceae: 0.96	Roseburia: 0.96	not classified
k99_187258	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.89	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 0.89	not classified
k99_187491	classified	based on 5/5 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.75;0.75;0.75;0.75;0.75;0.75	Bacteria: 1.00	Verrucomicrobia: 0.75	Verrucomicrobiae: 0.75	Verrucomicrobiales: 0.75	Akkermansiaceae: 0.75	Akkermansia*: 0.75	not classified
k99_187549	classified	based on 9/10 ORFs	1;131567;2;1783272;1239;186801;186802;186803;572511	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Blautia: 1.00	not classified
k99_187713	classified	based on 4/4 ORFs	1;131567;2;1783272;1239;909932;1843488;909930;33024;33025	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Negativicutes: 1.00	Acidaminococcales: 1.00	Acidaminococcaceae: 1.00	Phascolarctobacterium: 1.00	Phascolarctobacterium faecium: 1.00
k99_187874	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_188210	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.97;0.97;0.97;0.97	Bacteria: 1.00	Firmicutes: 0.97	Clostridia: 0.97	Clostridiales: 0.97	not classified	not classified	not classified
k99_188232	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_188325	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_188334	classified	based on 6/6 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_188506	unclassified	hits not found in taxonomy files
k99_18852	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_188526	classified	based on 12/12 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_188598	classified	based on 13/13 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.92;0.92;0.92;0.92;0.92	Bacteria: 1.00	Bacteroidetes: 0.92	Bacteroidia: 0.92	Bacteroidales: 0.92	not classified	not classified	not classified
k99_188613	classified	based on 5/5 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_188924	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.73	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 0.73	not classified	not classified
k99_188937	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.57;0.57	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 0.57	Bacteroides: 0.57	not classified
k99_189052	classified	based on 12/12 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.75;0.75;0.75;0.75;0.75	Bacteria: 1.00	Bacteroidetes: 0.75	Bacteroidia: 0.75	Bacteroidales: 0.75	not classified	not classified	not classified
k99_189237	classified	based on 6/6 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;0.92;0.92;0.92	Bacteria: 1.00	Firmicutes: 0.92	Clostridia: 0.92	Clostridiales: 0.92	not classified	not classified	not classified
k99_189273	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.70;0.70	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Tannerellaceae: 0.70	Parabacteroides: 0.70	not classified
k99_189431	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_189459	classified	based on 3/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_189468	classified	based on 5/5 ORFs	1;131567;2;1783270;68336	1.00;1.00;1.00;0.70;0.70	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_189576	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802;186803;572511	1.00;1.00;1.00;1.00;1.00;0.73;0.73;0.73;0.73	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.73	Clostridiales: 0.73	Lachnospiraceae: 0.73	Blautia: 0.73	not classified
k99_189604	classified	based on 12/12 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_189776	classified	based on 9/9 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_189780	classified	based on 10/10 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
