id,bin_width,contig,length,read_length,intercept,slope,rate,rsquared,pval
22001612560701,100,k99_106147,26912,96,1.0497726727376,0.000763104607712865,1.18009353215412,0.953814250436224,7.83034354324918e-131
22001612560701,100,k99_362136,45314,96,2.4444683631109,0.00202340488358855,2.08443111759313,0.88475978301395,4.76709326205398e-170
22001612560701,100,k99_150490,14671,96,0.948634655760326,0.00260082498819774,1.35920143699015,0.99032640539794,2.26398028761399e-84
22001612560701,100,k99_129398,12524,96,0.709684116720434,0.00316113776254143,1.37612959022156,0.994446349571137,9.0352981765657e-73
22001612560701,100,k99_256804,16206,96,0.804326191937583,0.0014403477795759,1.20592295478721,0.889991975782992,8.37151108718085e-48
22001612560701,100,k99_26117,19558,96,2.14551313219905,0.000605442461681061,1.09971875130861,0.952486137207251,3.16939268112532e-85
22001612560701,100,k99_47600,14646,96,0.868200680305469,0.00255263785171984,1.35149483696709,0.9584501784476,2.06080147305653e-58
22001612560701,100,k99_134297,12979,96,1.02769065238966,0.00228626508552958,1.27132267384617,0.935659149133546,1.21786570208724e-41
22001612560701,100,k99_8246,12934,96,0.899643444914611,0.00192507932895353,1.22401119408197,0.969355079436193,1.93576110858289e-52
22001612560701,100,k99_263117,15564,96,0.777227677345475,0.00226054562418365,1.32653224552073,0.928295415583716,2.74800173374382e-53
22001612560701,100,k99_305781,17809,96,0.696971540938351,0.00255805631452155,1.44536243371016,0.956629706389557,4.15590245180333e-76
22001612560701,100,k99_286017,13809,96,1.34443808413584,0.00232645049958452,1.29765975789897,0.962477915823885,3.2122369800149e-55
22001612560701,100,k99_223259,16047,96,0.773206960170377,0.00346677964420313,1.55853736428962,0.965070342414742,2.83081491370529e-70
22001612560701,100,k99_117186,13178,96,2.41666863549048,0.00121051085448139,1.13553469818199,0.986762247834021,1.34457150243256e-65
22001612560701,100,k99_352674,12282,96,1.02982148419625,0.00352509800101878,1.41263902517802,0.970572130089361,1.20252396928019e-47
22001612560701,100,k99_311645,12337,96,1.098469810236,0.00181072704313134,1.19633411546359,0.975933187838687,4.42467913468659e-51
22001612560701,100,k99_205017,14048,96,0.948143331181294,0.00363093493489941,1.50180048662095,0.880943703981113,7.33620118956007e-37
